Round,Random #1 Points, Random #1 Deadwood, Random #2 Points, Random #2 Deadwood
7257,0,51,0,52
7258,0,58,0,52
7259,0,58,0,52
7260,0,61,0,52
7261,0,61,0,57
7262,0,56,0,57
7263,0,56,0,49
7264,0,64,0,66
7265,0,64,0,70
7266,0,62,0,70
7267,0,62,0,70
7268,0,41,0,70
7269,0,41,0,35
7270,0,58,0,35
7271,0,58,0,36
7272,0,57,0,36
7273,0,57,0,46
7274,0,48,0,46
7275,0,48,0,70
7276,0,48,0,70
7277,0,48,0,70
7278,0,31,0,70
7279,0,31,0,68
7280,0,28,0,68
7281,0,28,0,69
7282,0,26,0,69
7283,0,26,0,61
7284,0,33,0,61
7285,0,33,0,55
7286,0,36,0,55
7287,0,36,0,52
7288,0,52,0,52
7289,0,52,0,47
7290,0,41,0,47
7291,0,41,0,49
7292,0,51,0,49
7293,0,51,0,56
7294,0,50,0,56
7295,0,50,0,49
7296,0,52,0,49
7297,0,52,0,40
7298,0,43,0,40
7299,0,43,0,43
7300,0,39,0,43
7301,0,39,0,61
7302,0,48,0,61
7303,0,48,0,59
7304,0,55,0,59
7305,0,55,0,59
7306,0,46,0,59
7307,0,46,0,66
7308,0,52,0,66
7309,0,52,0,58
7310,0,61,0,58
7311,0,61,0,49
7312,0,66,0,49
7313,0,66,0,35
7314,0,74,0,35
7315,0,47,0,71
7316,0,39,0,71
7317,0,39,0,72
7318,0,37,0,72
7319,0,37,0,72
7320,0,40,0,72
7321,0,40,0,67
7322,0,51,0,67
7323,0,51,0,63
7324,0,53,0,63
7325,0,53,0,63
7326,0,53,0,63
7327,0,53,0,64
7328,0,53,0,64
7329,0,53,0,41
7330,0,38,0,41
7331,0,38,0,48
7332,0,22,0,48
7333,0,22,0,39
7334,0,42,0,39
7335,0,42,0,36
7336,0,20,0,36
7337,0,20,0,46
7338,0,25,0,46
7339,0,25,0,49
7340,0,21,0,49
7341,0,21,0,49
7342,0,22,0,49
7343,0,22,0,60
7344,0,30,0,60
7345,0,30,0,53
7346,0,29,0,53
7347,0,29,0,55
7348,0,30,0,55
7349,0,30,0,55
7350,0,37,0,55
7351,0,37,0,42
7352,0,41,0,42
7353,0,41,0,46
7354,0,40,0,46
7355,0,40,0,24
7356,0,48,0,24
7357,0,48,0,32
7358,0,52,0,32
7359,0,52,0,24
7360,0,53,0,24
7361,0,53,0,31
7362,0,51,0,31
7363,0,51,0,31
7364,0,62,0,31
7365,0,62,0,37
7366,0,69,0,37
7367,0,71,0,63
7368,0,55,0,63
7369,0,55,0,44
7370,0,64,0,44
7371,0,64,0,37
7372,0,69,0,37
7373,0,69,0,36
7374,0,68,0,36
7375,0,68,0,60
7376,0,72,0,60
7377,0,72,0,43
7378,0,68,0,43
7379,0,68,0,39
7380,0,68,0,39
7381,0,68,0,46
7382,0,73,0,46
7383,0,73,0,56
7384,0,43,0,56
7385,0,43,0,60
7386,0,46,0,60
7387,0,46,0,47
7388,0,68,0,47
7389,0,68,0,45
7390,0,40,0,45
7391,0,40,0,52
7392,0,41,0,52
7393,0,41,0,57
7394,0,33,0,57
7395,0,33,0,57
7396,0,42,0,57
7397,0,42,0,54
7398,0,40,0,54
7399,0,40,0,56
7400,0,59,0,56
7401,0,59,0,57
7402,0,67,0,57
7403,0,67,0,65
7404,0,47,0,65
7405,0,47,0,69
7406,0,57,0,69
7407,0,57,0,70
7408,0,67,0,70
7409,0,67,0,71
7410,0,71,0,71
7411,0,71,0,67
7412,0,62,0,67
7413,0,62,0,74
7414,0,61,0,74
7415,0,61,0,74
7416,0,56,0,74
7417,0,56,0,69
7418,0,64,0,69
7419,0,64,0,64
7420,0,64,0,64
7421,0,64,0,64
7422,0,67,0,64
7423,0,67,0,66
7424,0,65,0,66
7425,0,65,0,43
7426,0,49,0,45
7427,0,49,0,52
7428,0,71,0,52
7429,0,71,0,57
7430,0,62,0,57
7431,0,62,0,27
7432,0,66,0,27
7433,0,66,0,37
7434,0,73,0,37
7435,0,73,0,35
7436,0,77,0,35
7437,0,77,0,34
7438,0,77,0,34
7439,0,77,0,42
7440,0,79,0,42
7441,0,79,0,63
7442,0,57,0,63
7443,0,57,0,61
7444,0,58,0,61
7445,0,58,0,49
7446,0,39,0,49
7447,0,39,0,41
7448,0,62,0,41
7449,0,62,0,34
7450,0,62,0,34
7451,0,62,0,35
7452,0,65,0,35
7453,0,65,0,39
7454,0,57,0,39
7455,0,57,0,37
7456,0,50,0,37
7457,0,50,0,57
7458,0,57,0,57
7459,0,57,0,59
7460,0,76,0,59
7461,0,76,0,59
7462,0,84,0,59
7463,0,84,0,53
7464,0,77,0,53
7465,0,77,0,58
7466,0,73,0,58
7467,0,73,0,57
7468,0,73,0,57
7469,0,73,0,55
7470,0,72,0,55
7471,0,72,0,55
7472,0,73,0,55
7473,0,73,0,63
7474,0,69,0,63
7475,0,69,0,72
7476,0,67,0,72
7477,0,67,0,69
7478,0,63,0,69
7479,0,63,0,76
7480,0,61,0,76
7481,0,61,0,76
7482,0,61,0,76
7483,0,61,0,76
7484,0,54,0,76
7485,0,49,0,69
7486,0,49,0,69
7487,0,49,0,69
7488,0,46,0,69
7489,0,46,0,67
7490,0,49,0,67
7491,0,49,0,60
7492,0,53,0,60
7493,0,53,0,64
7494,0,56,0,64
7495,0,56,0,68
7496,0,79,0,68
7497,0,79,0,52
7498,0,70,0,52
7499,0,70,0,76
7500,0,72,0,76
7501,0,72,0,73
7502,0,69,0,73
7503,0,69,0,80
7504,0,76,0,80
7505,0,76,0,71
7506,0,79,0,71
7507,0,79,0,68
7508,0,80,0,68
7509,0,80,0,61
7510,0,77,0,61
7511,0,77,0,62
7512,0,81,0,62
7513,0,81,0,57
7514,0,79,0,57
7515,0,79,0,56
7516,0,81,0,56
7517,0,81,0,55
7518,0,72,0,55
7519,0,72,0,54
7520,0,57,0,54
7521,0,57,0,47
7522,0,73,0,47
7523,0,73,0,47
7524,0,79,0,47
7525,0,79,0,49
7526,0,77,0,49
7527,0,77,0,43
7528,0,74,0,43
7529,0,74,0,45
7530,0,71,0,45
7531,0,71,0,45
7532,0,67,0,45
7533,0,67,0,53
7534,0,47,0,53
7535,0,47,0,45
7536,0,51,0,45
7537,0,51,0,47
7538,0,56,0,47
7539,0,56,0,47
7540,0,85,0,47
7541,0,61,0,80
7542,0,60,0,80
7543,0,60,0,72
7544,0,55,0,72
7545,0,55,0,73
7546,0,62,0,73
7547,0,62,0,68
7548,0,61,0,68
7549,0,61,0,68
7550,0,64,0,68
7551,0,64,0,60
7552,0,65,0,60
7553,0,65,0,55
7554,0,64,0,55
7555,0,64,0,60
7556,0,65,0,60
7557,0,65,0,54
7558,0,67,0,54
7559,0,67,0,46
7560,0,68,0,46
7561,0,68,0,44
7562,0,69,0,44
7563,0,69,0,50
7564,0,39,0,50
7565,0,39,0,31
7566,0,68,0,31
7567,0,68,0,34
7568,0,72,0,34
7569,0,72,0,50
7570,0,66,0,50
7571,0,66,0,51
7572,0,64,0,51
7573,0,64,0,55
7574,0,67,0,55
7575,0,67,0,42
7576,0,49,0,42
7577,0,49,0,42
7578,0,61,0,42
7579,0,61,0,40
7580,0,61,0,40
7581,0,61,0,58
7582,0,66,0,58
7583,0,66,0,51
7584,0,58,0,51
7585,0,58,0,53
7586,0,49,0,53
7587,0,49,0,55
7588,0,26,0,55
7589,0,26,0,59
7590,0,12,0,59
7591,0,12,0,59
7592,0,19,0,59
7593,0,19,0,62
7594,0,25,0,62
7595,0,25,0,62
7596,0,69,0,67
7597,0,69,0,65
7598,0,61,0,65
7599,0,61,0,73
7600,0,68,0,73
7601,0,68,0,71
7602,0,44,0,71
7603,0,44,0,43
7604,0,50,0,43
7605,0,50,0,35
7606,0,20,0,35
7607,0,20,0,56
7608,0,50,0,56
7609,0,50,0,64
7610,0,56,0,64
7611,0,56,0,57
7612,0,56,0,57
7613,0,56,0,62
7614,0,55,0,62
7615,0,55,0,64
7616,0,76,0,64
7617,0,76,0,47
7618,0,54,0,47
7619,0,54,0,40
7620,0,76,0,40
7621,0,76,0,40
7622,0,45,0,40
7623,0,45,0,38
7624,0,16,0,38
7625,0,16,0,39
7626,0,41,0,39
7627,0,41,0,42
7628,0,68,0,42
7629,0,68,0,50
7630,0,56,0,50
7631,0,56,0,54
7632,0,64,0,54
7633,0,64,0,56
7634,0,60,0,56
7635,0,60,0,59
7636,0,67,0,59
7637,0,67,0,60
7638,0,65,0,60
7639,0,65,0,69
7640,0,56,0,69
7641,0,56,0,64
7642,0,52,0,64
7643,0,52,0,55
7644,0,34,0,43
7645,0,34,0,64
7646,0,40,0,64
7647,0,40,0,56
7648,0,43,0,56
7649,0,43,0,61
7650,0,37,0,61
7651,0,37,0,70
7652,0,35,0,70
7653,0,35,0,68
7654,0,55,0,68
7655,0,55,0,69
7656,0,55,0,69
7657,0,55,0,67
7658,0,61,0,67
7659,0,61,0,60
7660,0,66,0,60
7661,0,66,0,60
7662,0,67,0,60
7663,0,67,0,52
7664,0,71,0,52
7665,0,71,0,48
7666,0,68,0,48
7667,0,68,0,48
7668,0,65,0,48
7669,0,65,0,56
7670,0,65,0,56
7671,0,65,0,63
7672,0,65,0,63
7673,0,65,0,69
7674,0,59,0,69
7675,0,59,0,75
7676,0,63,0,75
7677,0,63,0,57
7678,0,40,0,57
7679,0,40,0,56
7680,0,64,0,56
7681,0,64,0,30
7682,0,51,0,30
7683,0,51,0,27
7684,0,47,0,27
7685,0,47,0,34
7686,0,53,0,34
7687,0,53,0,30
7688,0,23,0,30
7689,0,23,0,30
7690,0,41,0,30
7691,0,41,0,30
7692,0,48,0,30
7693,0,48,0,47
7694,0,53,0,47
7695,0,53,0,49
7696,0,43,0,49
7697,0,66,0,77
7698,0,66,0,77
7699,0,66,0,70
7700,0,66,0,70
7701,0,66,0,66
7702,0,66,0,66
7703,0,66,0,71
7704,0,67,0,71
7705,0,67,0,73
7706,0,69,0,73
7707,0,69,0,70
7708,0,40,0,70
7709,0,40,0,65
7710,0,31,0,65
7711,0,31,0,70
7712,0,35,0,70
7713,0,35,0,64
7714,0,42,0,64
7715,0,42,0,68
7716,0,42,0,68
7717,0,42,0,54
7718,0,40,0,54
7719,0,40,0,64
7720,0,51,0,64
7721,0,51,0,68
7722,0,59,0,68
7723,0,59,0,73
7724,0,58,0,73
7725,0,58,0,65
7726,0,65,0,65
7727,0,65,0,52
7728,0,62,0,52
7729,0,62,0,44
7730,0,69,0,44
7731,0,69,0,41
7732,0,47,0,41
7733,0,47,0,41
7734,0,56,0,41
7735,0,56,0,23
7736,0,26,0,23
7737,0,26,0,33
7738,0,48,0,33
7739,0,48,0,49
7740,0,41,0,49
7741,0,41,0,51
7742,0,43,0,51
7743,0,43,0,55
7744,0,85,0,43
7745,0,85,0,42
7746,0,78,0,42
7747,0,78,0,51
7748,0,79,0,51
7749,0,79,0,57
7750,0,79,0,57
7751,0,79,0,65
7752,0,49,0,65
7753,0,49,0,44
7754,0,72,0,44
7755,0,72,0,37
7756,0,70,0,37
7757,0,70,0,65
7758,0,69,0,65
7759,0,69,0,65
7760,0,47,0,65
7761,0,47,0,59
7762,0,51,0,59
7763,0,51,0,44
7764,0,51,0,44
7765,0,51,0,46
7766,0,52,0,46
7767,0,52,0,43
7768,0,65,0,43
7769,0,65,0,63
7770,0,81,0,63
7771,0,81,0,70
7772,0,65,0,70
7773,0,65,0,70
7774,0,66,0,70
7775,0,66,0,69
7776,0,66,0,69
7777,0,66,0,62
7778,0,64,0,62
7779,0,64,0,54
7780,0,80,0,54
7781,0,80,0,51
7782,0,75,0,51
7783,0,75,0,41
7784,0,79,0,41
7785,0,79,0,37
7786,0,73,0,37
7787,0,73,0,44
7788,0,72,0,44
7789,0,72,0,43
7790,0,68,0,43
7791,0,68,0,52
7792,0,32,0,52
7793,0,32,0,65
7794,0,36,0,65
7795,0,36,0,61
7796,0,36,0,61
7797,0,36,0,60
7798,0,68,0,56
7799,0,68,0,63
7800,0,61,0,63
7801,0,61,0,60
7802,0,61,0,60
7803,0,61,0,56
7804,0,70,0,56
7805,0,70,0,58
7806,0,61,0,58
7807,0,61,0,54
7808,0,58,0,54
7809,0,58,0,52
7810,0,59,0,52
7811,0,59,0,52
7812,0,49,0,52
7813,0,49,0,49
7814,0,56,0,49
7815,0,56,0,52
7816,0,49,0,52
7817,0,49,0,58
7818,0,43,0,58
7819,0,43,0,46
7820,0,43,0,46
7821,0,43,0,60
7822,0,43,0,60
7823,0,43,0,53
7824,0,50,0,53
7825,0,50,0,33
7826,0,50,0,33
7827,0,50,0,27
7828,0,52,0,27
7829,0,52,0,24
7830,0,60,0,24
7831,0,60,0,28
7832,0,53,0,28
7833,0,53,0,36
7834,0,53,0,36
7835,0,53,0,39
7836,0,48,0,39
7837,0,48,0,13
7838,0,48,0,13
7839,0,48,0,31
7840,0,54,0,31
7841,0,54,0,48
7842,0,59,0,48
7843,0,59,0,30
7844,0,62,0,30
7845,0,62,0,45
7846,0,62,0,45
7847,0,62,0,47
7848,0,61,0,47
7849,0,61,0,31
7850,0,46,0,31
7851,0,46,0,39
7852,0,36,0,39
7853,0,36,0,61
7854,0,44,0,61
7855,0,62,0,39
7856,0,54,0,39
7857,0,54,0,69
7858,0,54,0,69
7859,0,54,0,69
7860,0,62,0,69
7861,0,62,0,68
7862,0,62,0,68
7863,0,62,0,69
7864,0,36,0,69
7865,0,36,0,69
7866,0,35,0,69
7867,0,35,0,71
7868,0,33,0,71
7869,0,33,0,71
7870,0,43,0,71
7871,0,43,0,70
7872,0,43,0,70
7873,0,43,0,68
7874,0,36,0,68
7875,0,36,0,72
7876,0,54,0,72
7877,0,54,0,73
7878,0,58,0,73
7879,0,58,0,80
7880,0,60,0,80
7881,0,60,0,75
7882,0,60,0,75
7883,0,60,0,50
7884,0,58,0,50
7885,0,58,0,43
7886,0,67,0,43
7887,0,67,0,42
7888,0,70,0,42
7889,0,70,0,71
7890,0,73,0,71
7891,0,73,0,64
7892,0,55,0,64
7893,0,55,0,72
7894,0,54,0,72
7895,0,54,0,54
7896,0,56,0,54
7897,0,56,0,63
7898,0,50,0,63
7899,0,50,0,42
7900,0,61,0,42
7901,0,61,0,61
7902,0,67,0,61
7903,0,67,0,56
7904,0,67,0,56
7905,0,67,0,52
7906,0,68,0,52
7907,0,68,0,40
7908,0,59,0,51
7909,0,59,0,51
7910,0,54,0,51
7911,0,54,0,50
7912,0,38,0,50
7913,0,38,0,57
7914,0,41,0,57
7915,0,41,0,44
7916,0,40,0,44
7917,0,40,0,41
7918,0,44,0,41
7919,0,44,0,50
7920,0,40,0,50
7921,0,40,0,44
7922,0,40,0,44
7923,0,40,0,50
7924,0,47,0,50
7925,0,47,0,43
7926,0,63,0,43
7927,0,63,0,39
7928,0,67,0,39
7929,0,67,0,39
7930,0,67,0,39
7931,0,67,0,19
7932,0,60,0,19
7933,0,60,0,48
7934,0,60,0,48
7935,0,60,0,55
7936,0,54,0,55
7937,0,54,0,53
7938,0,59,0,53
7939,0,59,0,49
7940,0,59,0,49
7941,0,59,0,63
7942,0,33,0,63
7943,0,33,0,66
7944,0,35,0,66
7945,0,35,0,60
7946,0,60,0,60
7947,0,60,0,65
7948,0,67,0,65
7949,0,67,0,61
7950,0,67,0,61
7951,0,67,0,63
7952,0,70,0,63
7953,0,70,0,58
7954,0,70,0,58
7955,0,70,0,63
7956,0,61,0,63
7957,0,61,0,64
7958,0,67,0,64
7959,0,67,0,61
7960,0,65,0,61
7961,0,65,0,66
7962,0,59,0,66
7963,0,59,0,66
7964,0,59,0,66
7965,0,59,0,74
7966,0,49,0,74
7967,0,49,0,77
7968,0,53,0,77
7969,0,53,0,54
7970,0,46,0,54
7971,0,46,0,28
7972,0,35,0,71
7973,0,35,0,71
7974,0,38,0,71
7975,0,38,0,55
7976,0,29,0,55
7977,0,29,0,31
7978,0,58,0,31
7979,0,58,0,22
7980,0,51,0,22
7981,0,51,0,44
7982,0,52,0,44
7983,0,52,0,37
7984,0,58,0,37
7985,0,58,0,18
7986,0,62,0,18
7987,0,62,0,25
7988,0,61,0,25
7989,0,61,0,24
7990,0,65,0,24
7991,0,65,0,25
7992,0,68,0,25
7993,0,68,0,22
7994,0,69,0,22
7995,0,69,0,44
7996,0,62,0,44
7997,0,62,0,47
7998,0,57,0,47
7999,0,57,0,47
8000,0,64,0,47
8001,0,64,0,43
8002,0,60,0,43
8003,0,60,0,40
8004,0,60,0,40
8005,0,60,0,42
8006,0,69,0,42
8007,0,69,0,62
8008,0,74,0,62
8009,0,74,0,43
8010,0,70,0,43
8011,0,70,0,66
8012,0,74,0,66
8013,0,74,0,61
8014,0,74,0,61
8015,0,74,0,55
8016,0,79,0,55
8017,0,79,0,54
8018,0,71,0,54
8019,0,71,0,63
8020,0,64,0,63
8021,0,64,0,59
8022,0,47,0,37
8023,0,47,0,53
8024,0,76,0,53
8025,0,76,0,50
8026,0,75,0,50
8027,0,75,0,54
8028,0,66,0,54
8029,0,66,0,50
8030,0,66,0,50
8031,0,66,0,50
8032,0,37,0,50
8033,0,37,0,52
8034,0,64,0,52
8035,0,64,0,52
8036,0,66,0,52
8037,0,66,0,37
8038,0,65,0,37
8039,0,65,0,42
8040,0,60,0,42
8041,0,60,0,39
8042,0,67,0,39
8043,0,67,0,33
8044,0,68,0,33
8045,0,68,0,34
8046,0,60,0,34
8047,0,60,0,35
8048,0,63,0,35
8049,0,63,0,35
8050,0,56,0,35
8051,0,56,0,38
8052,0,63,0,38
8053,0,63,0,23
8054,0,63,0,23
8055,0,63,0,36
8056,0,60,0,36
8057,0,60,0,34
8058,0,67,0,34
8059,0,67,0,33
8060,0,74,0,33
8061,0,74,0,34
8062,0,70,0,34
8063,0,70,0,37
8064,0,69,0,37
8065,0,69,0,47
8066,0,64,0,47
8067,0,64,0,59
8068,0,66,0,59
8069,0,66,0,53
8070,0,67,0,53
8071,0,67,0,60
8072,0,71,0,60
8073,0,71,0,64
8074,0,68,0,55
8075,0,68,0,56
8076,0,69,0,56
8077,0,69,0,52
8078,0,67,0,52
8079,0,67,0,58
8080,0,68,0,58
8081,0,68,0,56
8082,0,56,0,56
8083,0,56,0,63
8084,0,60,0,63
8085,0,60,0,61
8086,0,78,0,61
8087,0,78,0,66
8088,0,78,0,66
8089,0,78,0,66
8090,0,69,0,66
8091,0,69,0,68
8092,0,70,0,68
8093,0,70,0,68
8094,0,70,0,68
8095,0,70,0,76
8096,0,70,0,76
8097,0,70,0,68
8098,0,74,0,68
8099,0,74,0,66
8100,0,69,0,66
8101,0,69,0,75
8102,0,70,0,75
8103,0,70,0,67
8104,0,73,0,67
8105,0,73,0,61
8106,0,72,0,61
8107,0,72,0,56
8108,0,81,0,56
8109,0,81,0,57
8110,0,73,0,57
8111,0,73,0,57
8112,0,78,0,57
8113,0,78,0,60
8114,0,75,0,60
8115,0,75,0,57
8116,0,75,0,57
8117,0,75,0,64
8118,0,71,0,64
8119,0,71,0,68
8120,0,71,0,68
8121,0,71,0,68
8122,0,58,0,53
8123,0,58,0,52
8124,0,65,0,52
8125,0,65,0,46
8126,0,65,0,46
8127,0,65,0,49
8128,0,58,0,49
8129,0,58,0,78
8130,0,54,0,78
8131,0,54,0,50
8132,0,59,0,50
8133,0,59,0,73
8134,0,62,0,73
8135,0,62,0,56
8136,0,64,0,56
8137,0,64,0,63
8138,0,62,0,63
8139,0,62,0,57
8140,0,67,0,57
8141,0,67,0,54
8142,0,41,0,54
8143,0,41,0,77
8144,0,42,0,77
8145,0,42,0,71
8146,0,65,0,71
8147,0,65,0,69
8148,0,68,0,69
8149,0,68,0,67
8150,0,71,0,67
8151,0,71,0,65
8152,0,64,0,65
8153,0,64,0,65
8154,0,63,0,65
8155,0,63,0,67
8156,0,61,0,67
8157,0,61,0,42
8158,0,60,0,42
8159,0,60,0,68
8160,0,63,0,68
8161,0,63,0,44
8162,0,70,0,44
8163,0,70,0,37
8164,0,70,0,37
8165,0,70,0,44
8166,0,50,0,44
8167,0,50,0,39
8168,0,50,0,39
8169,0,50,0,41
8170,0,67,0,41
8171,0,67,0,37
8172,0,67,0,37
8173,0,67,0,42
8174,0,62,0,42
8175,0,62,0,42
8176,0,54,0,42
8177,0,54,0,34
8178,0,69,0,61
8179,0,69,0,66
8180,0,69,0,66
8181,0,69,0,59
8182,0,69,0,59
8183,0,69,0,64
8184,0,64,0,64
8185,0,64,0,73
8186,0,67,0,73
8187,0,67,0,72
8188,0,74,0,72
8189,0,74,0,67
8190,0,74,0,67
8191,0,74,0,69
8192,0,76,0,69
8193,0,76,0,69
8194,0,78,0,69
8195,0,78,0,70
8196,0,74,0,70
8197,0,74,0,78
8198,0,66,0,78
8199,0,66,0,82
8200,0,67,0,82
8201,0,67,0,80
8202,0,72,0,80
8203,0,72,0,79
8204,0,67,0,79
8205,0,67,0,79
8206,0,67,0,79
8207,0,67,0,49
8208,0,71,0,49
8209,0,71,0,48
8210,0,71,0,48
8211,0,71,0,52
8212,0,70,0,52
8213,0,70,0,43
8214,0,65,0,43
8215,0,65,0,48
8216,0,61,0,48
8217,0,61,0,51
8218,0,63,0,51
8219,0,63,0,56
8220,0,62,0,56
8221,0,62,0,51
8222,0,61,0,51
8223,0,61,0,75
8224,0,57,0,75
8225,0,57,0,82
8226,0,41,0,82
8227,0,41,0,80
8228,0,45,0,80
8229,0,45,0,56
8230,0,53,0,56
8231,0,53,0,81
8232,0,45,0,81
8233,0,45,0,73
8234,0,47,0,73
8235,0,47,0,65
8236,0,54,0,65
8237,0,54,0,58
8238,0,56,0,58
8239,0,56,0,44
8240,0,57,0,44
8241,0,57,0,43
8242,0,55,0,43
8243,0,55,0,52
8244,0,51,0,52
8245,0,65,0,42
8246,0,71,0,42
8247,0,71,0,46
8248,0,62,0,46
8249,0,62,0,46
8250,0,62,0,46
8251,0,62,0,54
8252,0,56,0,54
8253,0,56,0,53
8254,0,54,0,53
8255,0,54,0,62
8256,0,54,0,62
8257,0,54,0,63
8258,0,54,0,63
8259,0,54,0,71
8260,0,54,0,71
8261,0,54,0,68
8262,0,56,0,68
8263,0,56,0,66
8264,0,58,0,66
8265,0,58,0,46
8266,0,58,0,46
8267,0,58,0,47
8268,0,59,0,47
8269,0,59,0,41
8270,0,56,0,41
8271,0,56,0,62
8272,0,34,0,62
8273,0,34,0,69
8274,0,39,0,69
8275,0,39,0,73
8276,0,60,0,73
8277,0,60,0,43
8278,0,60,0,43
8279,0,60,0,47
8280,0,59,0,47
8281,0,59,0,52
8282,0,59,0,52
8283,0,59,0,55
8284,0,62,0,55
8285,0,62,0,49
8286,0,61,0,49
8287,0,61,0,47
8288,0,62,0,47
8289,0,62,0,41
8290,0,59,0,41
8291,0,59,0,67
8292,0,67,0,67
8293,0,67,0,59
8294,0,44,0,59
8295,0,44,0,57
8296,0,45,0,57
8297,0,45,0,63
8298,0,52,0,63
8299,0,52,0,48
8300,0,52,0,48
8301,0,52,0,52
8302,0,57,0,52
8303,0,57,0,57
8304,0,49,0,57
8305,0,49,0,57
8306,0,79,0,57
8307,0,79,0,66
8308,0,70,0,66
8309,0,70,0,73
8310,0,69,0,73
8311,0,69,0,68
8312,0,60,0,68
8313,0,71,0,73
8314,0,74,0,73
8315,0,74,0,75
8316,0,78,0,75
8317,0,78,0,71
8318,0,77,0,71
8319,0,77,0,71
8320,0,73,0,71
8321,0,73,0,71
8322,0,76,0,71
8323,0,76,0,63
8324,0,77,0,63
8325,0,77,0,66
8326,0,73,0,66
8327,0,73,0,58
8328,0,79,0,58
8329,0,79,0,60
8330,0,79,0,60
8331,0,79,0,57
8332,0,50,0,57
8333,0,50,0,62
8334,0,44,0,62
8335,0,44,0,65
8336,0,70,0,65
8337,0,70,0,72
8338,0,70,0,72
8339,0,70,0,81
8340,0,72,0,81
8341,0,72,0,74
8342,0,72,0,74
8343,0,72,0,52
8344,0,68,0,52
8345,0,68,0,55
8346,0,73,0,55
8347,0,73,0,49
8348,0,71,0,49
8349,0,71,0,49
8350,0,71,0,49
8351,0,71,0,50
8352,0,72,0,50
8353,0,72,0,80
8354,0,74,0,80
8355,0,74,0,81
8356,0,70,0,81
8357,0,70,0,79
8358,0,73,0,79
8359,0,73,0,76
8360,0,72,0,76
8361,0,72,0,81
8362,0,65,0,81
8363,0,65,0,55
8364,0,65,0,55
8365,0,65,0,50
8366,0,68,0,50
8367,0,68,0,50
8368,0,68,0,50
8369,0,68,0,50
8370,0,73,0,50
8371,0,73,0,43
8372,0,73,0,43
8373,0,73,0,69
8374,0,71,0,69
8375,0,71,0,69
8376,0,16,0,64
8377,0,16,0,62
8378,0,8,0,62
8379,0,8,0,65
8380,0,34,0,65
8381,0,34,0,68
8382,0,41,0,68
8383,0,41,0,62
8384,0,41,0,62
8385,0,41,0,67
8386,0,38,0,67
8387,0,38,0,67
8388,0,34,0,67
8389,0,34,0,67
8390,0,34,0,67
8391,0,34,0,63
8392,0,42,0,63
8393,0,42,0,63
8394,0,32,0,63
8395,0,32,0,70
8396,0,39,0,70
8397,0,39,0,70
8398,0,48,0,70
8399,0,48,0,63
8400,0,48,0,63
8401,0,48,0,61
8402,0,46,0,61
8403,0,46,0,60
8404,0,51,0,60
8405,0,51,0,55
8406,0,66,0,55
8407,0,66,0,56
8408,0,61,0,56
8409,0,61,0,56
8410,0,66,0,56
8411,0,66,0,60
8412,0,71,0,60
8413,0,71,0,55
8414,0,64,0,55
8415,0,64,0,64
8416,0,68,0,64
8417,0,68,0,70
8418,0,60,0,70
8419,0,60,0,69
8420,0,49,0,69
8421,0,85,0,67
8422,0,85,0,67
8423,0,85,0,68
8424,0,77,0,68
8425,0,77,0,73
8426,0,77,0,73
8427,0,77,0,80
8428,0,70,0,80
8429,0,70,0,81
8430,0,76,0,81
8431,0,76,0,75
8432,0,69,0,75
8433,0,69,0,75
8434,0,43,0,75
8435,0,43,0,74
8436,0,48,0,74
8437,0,48,0,70
8438,0,73,0,70
8439,0,73,0,75
8440,0,66,0,75
8441,0,66,0,75
8442,0,44,0,75
8443,0,44,0,75
8444,0,59,0,75
8445,0,59,0,74
8446,0,75,0,74
8447,0,75,0,69
8448,0,71,0,69
8449,0,71,0,60
8450,0,68,0,60
8451,0,68,0,58
8452,0,73,0,58
8453,0,73,0,62
8454,0,64,0,62
8455,0,64,0,61
8456,0,60,0,61
8457,0,60,0,58
8458,0,61,0,58
8459,0,61,0,62
8460,0,53,0,62
8461,0,53,0,62
8462,0,52,0,62
8463,0,52,0,63
8464,0,52,0,63
8465,0,52,0,68
8466,0,54,0,68
8467,0,54,0,51
8468,0,49,0,51
8469,0,49,0,48
8470,0,49,0,48
8471,0,49,0,50
8472,0,36,0,50
8473,0,36,0,38
8474,0,35,0,38
8475,0,35,0,35
8476,0,27,0,35
8477,0,27,0,31
8478,0,29,0,31
8479,0,29,0,25
8480,0,38,0,25
8481,0,38,0,23
8482,0,36,0,23
8483,0,36,0,13
8484,0,38,0,13
8485,0,38,0,28
8486,0,53,0,28
8487,0,53,0,30
8488,0,50,0,30
8489,0,50,0,35
8490,0,48,0,35
8491,0,48,0,33
8492,0,43,0,33
8493,0,43,0,61
8494,0,48,0,61
8495,0,48,0,66
8496,0,55,0,66
8497,0,55,0,44
8498,0,57,0,44
8499,0,57,0,64
8500,0,57,0,64
8501,0,57,0,57
8502,0,44,0,57
8503,0,44,0,56
8504,0,59,0,56
8505,0,59,0,63
8506,0,59,0,63
8507,0,59,0,54
8508,0,41,0,62
8509,0,41,0,62
8510,0,34,0,62
8511,0,34,0,62
8512,0,37,0,62
8513,0,37,0,59
8514,0,65,0,59
8515,0,65,0,66
8516,0,63,0,66
8517,0,63,0,55
8518,0,56,0,55
8519,0,56,0,45
8520,0,56,0,45
8521,0,56,0,45
8522,0,63,0,45
8523,0,63,0,54
8524,0,64,0,54
8525,0,64,0,61
